,X,Y,Block,Class,Coordinates,Description,Plate,Site,Stratum,Year,Chapter
68,11,93,1," XI. Spoons (nos. 67, 68)","11,93","68. Similar, with leaf-shaped shallow bowl. Handle missing. Length 175 in. Sk. ‰Ûª22‰ÛÓ163; Block 1‰Ûª; sq. 11-93‰Ûª; stratum II. Cf. p. 196 supra. (Pl. 200, k.) implements (nos. 69‰ÛÓ81) With two or three exceptions all the bone and ivory stili, like the copper calami, come from Sirkap, and there can be no doubt of their western origin. The stilus was used for writing on wax; the calamus for writing with ink on parchment, birch-bark, etc. The average length of the stili is about 4-5 in., but some are considerably shorter, others considerably longer. Some have a •Âne smooth point, others a ball point. In some, again, the butt is •Ââattened like a chisel for smoothing out the wax; in others it is rounded. The exceptions referred to were found in the Bhir Mound and date from the third or possibly fourth century B.C. One of them, no. 69, looks like one of the CH. 32] BONE AND IVORY OBJECTS 661 rough bone arrow-heads described below (nos. IO 5‰ÛÓ7), but a tiny ball at the point leaves no doubt that, even if it was intended for an arrow‰ÛÓhead in the •Ârst instance, it was converted into a stilus or modelling tool afterwards. The other (no. 70) is the usual kind of stilus with plain point and rounded butt, but somewhat heavier than the Sirkap examples. It should be added that the ball-pointed specimens may have served as modelling tools.I An example of a modelling tool furnished with such a ball point at one end is •Âgured among some ancient Roman speci- mens from Arezzo in Bl•Âmner, Technologie, II, p. 110 and Schreiber, Atlas of Classical Antiquities, Pl. LXVIII, II.",200-k,Sk,2,1922,32
71,,,F," XII. Writing stili (yporcpis, GTUAos, stilus) and modelling",,"71. Bone stilus, with plain point and •Ââattened butt. Length 4 in. Sk. ‰Ûª26‰ÛÓ2,788; Block F; Sq. 89-50'; stratum III. For examples of classical stili with •Ââattened butts, cf. Schreiber, op. cit. Pls. X0, 5 and X01, 6. Cf. p. 166 supra. (Pl. 206, no. 31.)",206-31,Sk,3,1926,32
72,135,49,I," XII. Writing stili (yporcpis, GTUAos, stilus) and modelling","135,49","72. Similar, but with rounded butt. Length 4.5 in. Sk. ‰Ûª26‰ÛÓ1,108; Block I; sq. 135-49‰Ûª; stratum III.",,Sk,3,1926,32
73,45,40,C," XII. Writing stili (yporcpis, GTUAos, stilus) and modelling","45,40","73. Similar to no. 71. Length 393 in. Sk. ‰Ûª24‰ÛÓ149; Block C; sq. 45-40‰Ûª; stratum II. Cf. p. 149, n. 2 supra. (Pl. 206, no. 33.)",206-33,Sk,2,1924,32
74,168,99,K," XII. Writing stili (yporcpis, GTUAos, stilus) and modelling","168,99","74. Similar, but with tenon at head. Length 325 in. Sk. ‰Ûª15‰ÛÓ933; Block K‰Ûª; sq. 168'99‰Ûª; stratum II. The tenon was presumably intended for •Âxing an ornamental terminal such as that •Âgured in Schreiber, op. cit. Pl. LXXXIX, 5. Cf. p. 180 supra.",,Sk,2,1915,32
75,145,47,J," XII. Writing stili (yporcpis, GTUAos, stilus) and modelling","145,47","75. Similar, but with rounded butt, roughly cut. Length 449 in. Sk. ‰Ûª26‰ÛÓI,437; Block J; sq. 145-47‰Ûª; stratum II. Cf. p. 171 supra. (Pl. 206, no. 34.)",206-34,Sk,2,1926,32
76,41,53,C," XII. Writing stili (yporcpis, GTUAos, stilus) and modelling","41,53","76. Bone stilus (?) with ball point and •Ââattened butt. Length 4' 5 in. This and the following specimens may have served as modelling tools rather than writing stili. See above. Sk. ‰Ûª24‰ÛÓ‰ÛÓ502; Block C; sq. 41-53'; stratum III. Cf. p. 149, n. 2 supra. (Pl. 206, no. 36.)",206-36,Sk,3,1924,32
77,72,57,E," XII. Writing stili (yporcpis, GTUAos, stilus) and modelling","72,57","77. Similar, with ball point broken. Butt slightly •Ââattened. Length 56 in. Sk. ‰ÛªI3‰ÛÓI,345; Block E; sq. 72-57‰Ûª; stratum II. Cf. p. 162, n. 1 supra. ,",,Sk,2,,32
78,129,40,I," XII. Writing stili (yporcpis, GTUAos, stilus) and modelling","129,40","78. Similar, with ball point and •Ââattened butt. Length 431 in. Sk. ‰Ûª26‰ÛÓ2,009; Block I; sq. 129-40‰Ûª; stratum II. Cf. p. 171 supra. (Pl. 206, no. 35.)",206-35,Sk,2,1926,32
79,118,49,H," XII. Writing stili (yporcpis, GTUAos, stilus) and modelling","118,49","79. Similar to preceding, but of ivory. Length 4 in. Sk. ‰Ûª15‰ÛÓ395; Block H; sq. 118-49‰Ûª; stratum II. Cf. p. 170 supra.",,Sk,2,1915,32
80,116,43,H," XII. Writing stili (yporcpis, GTUAos, stilus) and modelling","116,43","80. Similar, but of bone. Length 318 in. Sk. ‰Ûª15‰ÛÓ248; Block H; sq. 116-43‰Ûª; stratum II. Cf. p. 170 supra.",,Sk,2,1915,32
81,15,92,A," XII. Writing stili (yporcpis, GTUAos, stilus) and modelling","15,92","81. Similar, but with longer shaft, broken and rounded off, and well-made chisel-shaped butt. Length 612 in. Sk. ‰Ûª28‰ÛÓ217; Block A‰Ûª; sq. 15'92'; stratum IV. Cf. p. 135 supra. (Pl. 200, m and P1. 206, no. 38.) Very few specimens of spindle-whorls made from bone or ivory have been found at Taxila, and all of them come from Bhir Mound strata of the fourth to third centuries 3.0. 1 It is noteworthy in this connexion that the Greek word ypoccpls is used for both a stile and a graver. MT 84 662 BONE AND IVORY OBJECTS [CH. 32",200-m and 206-38,Sk,4,1928,32
93,52,75,C, XV. Dice (nos. 92‰ÛÓ8),"52,75","93. Similar, but of bone, and marks consist of dot surrounded by two concentric circles. Mark I is opposite to 3. Length 35 in. Sk. ‰Ûª14‰ÛÓ680; Block C‰Ûª; sq. 52-75‰Ûª; stratum IV. Cf. pp. 135, 193 supra. (Pl. 200, q.) 94. Similar, of ivory. Bands of three parallel lines at either end. Mark I is opposite to 3. Length 3-62 in. Sk. ‰Ûª20‰ÛÓ631; Block A‰Ûª; sq. 18-81‰Ûª; stratum III. Cf. p. 195 supra. 95. Similar, of bone. Mark 1 is opposite to 4. Length 3-5 in. Sk. ‰Ûª14‰ÛÓ100; Block C‰Ûª; sq. 42-74‰Ûª; stratum III. Cf. p. 193 supra. 96. Similar to preceding. Length 3-5 in. Sk. ‰Ûª24‰ÛÓ86; Block 1‰Ûª; sq. 14-94‰Ûª; stratum II. Cf. p. 196 supra.",200-q,Sk,4,1914,32
97,107,56,G, XV. Dice (nos. 92‰ÛÓ8),"107,56","97. Similar, but marks consist of group of three circlets surrounded by two concentric circles. Bands of three circlets between two incised parallel lines on each side at ends. Mark 1 opposite to 4. Length 3-87 in. Sk. ‰Ûª14•Ââ392; Block G; sq. 107- 56‰Ûª; stratum II. Cf. p. 169 supra. (Pl. 200, t.)",200-t,Sk,2,1914,32
98,140,62,I, XV. Dice (nos. 92‰ÛÓ8),"140,62","98. Similar, but marks consist of single dot in circle. Two incised parallel lines at ends. Mark I opposite to 4. Length 3-12 in. Sk. ‰Ûª26‰ÛÓ436; Block I; sq. 140-62'; stratum II. Cf. p. 171 supra. (Pl. 200, 7).) Knuckle-bones (o‰Ûªro'rpÌ©tyomm) were used by the Greeks from an early age for playing a game somewhat similar to dice. Later the word dGTpc'ryoOxm was applied to dice proper, but they continued to have only four •Ââat sides, the other two being round. The four •Ââat sides were marked with the number I (represented by a pip as in the dice of Class XV) opposite to 6, and 3 opposite to 4. ‰Û÷ The numbers 2 and 5 were wanting. In playing they threw four Ì©oTpc'xyorAOI out of the palm of the hand or from a box (Tri'pros). The best throw ((56709), when each die came up differently, was called ‰ÛªAq9p05i'rn or Mi8ag or ‰Û÷HporKA•Âs; the worst, when all the dice came up alike, KUwv.‰Ûª (Liddell and Scott, Lex. s12. dO'TpÌ©q/ockos.)",200-7,Sk,2,1926,32
100,39,46,B, XVII. Toy furniture or miniature chests (nos. 100‰ÛÓ4),"39,46","100. Ivory corner‰ÛÓpost of a miniature chest or toy table, with six holes for the attachment of the side‰ÛÓpieces. Provided with foot‰ÛÓmouldings and decorated on the outer faces with incised horizontal lines and concentric circles. Height 2-93 in. Sk. ‰Ûª24‰ÛÓ523; Block B; sq. 39'46‰Ûª; stratum II. Cf. p. 148, no. 6. (Pl. 204, n.)",204-n,Sk,2,1924,32
101,54,98,D, XVII. Toy furniture or miniature chests (nos. 100‰ÛÓ4),"54,98","101. Similar, but of bone. Lower part rounded by chisel, not turned on the lathe. Height 2-81 in. Sk. ‰Ûª20‰ÛÓ294; Block D‰Ûª; sq. 54-98‰Ûª; stratum II. Cf. p. 191 supra.",,Sk,2,1920,32
102,116,56,H, XVII. Toy furniture or miniature chests (nos. 100‰ÛÓ4),"116,56","102. Similar to no. 100, but slightly plainer. Length 268 in. Sk. ‰Ûª26‰ÛÓ1,935; Block H; sq. 116-56‰Ûª; stratum II. Cf. p. 170 supra. (P1. 204, o.)",204-o,Sk,2,1926,32
103,17,43,A, XVII. Toy furniture or miniature chests (nos. 100‰ÛÓ4),"17,43","103. Rectangular side-piece of chest or table made of ivory and decorated with incised circlets on outer side. Seven peg-holes for •Âxing to legs and top. Size 3‰Û÷ 5 x 162 in. Sk. ‰Ûª29‰ÛÓ 2,104; Block A; sq. 17-43‰Ûª; stratum II. Cf. p. 146 supra. (Pl. 204, r.)",204-r,Sk,2,1929,32
104,14,86,1, XVII. Toy furniture or miniature chests (nos. 100‰ÛÓ4),"14,86","104. Similar to preceding, but decorated with two rows of double concentric circlets between line‰ÛÓborders. Length 3-5 in. Sk. ‰Ûª28~119; Block 1‰Ûª; sq. 14-86‰Ûª; stratum III. Cf. p. 196 supra. (P1. 204., q.) GROUP E. WEAPONS AND HORSE‰ÛÓBRIDLES The bone and ivory arrow‰ÛÓheads from Taxila are of four types, viz. : (a) roughly shaped and sharpened at both ends. These are the objects which Cunningham took to be ‰Û÷ spillikins ‰Ûª or ‰Û÷ tip-cats ‰Ûª, but they are much too small for the game in question and there can no longer be any doubt that they served as arrow-heads; (b) with smooth circular point and well-de•Âned tang; (c) with a point similar to (b) but with a hollow socket‰ÛÓhole behind for the shaft‰ÛÓtenon; (d) with a trilateral point and hollow socket‰ÛÓhole behind. Type (a) is found in both the Bhir Mound and Sirkap and was in use from the •Âfth or sixth century B.C. to the •Ârst century A.D.; but the earlier Bhir Mound specimens are distinguished from the Sirkap ones by having the point of the arrow-head somewhat better •Ânished than the tang. Types ([2), (c) and (d) are found exclusively in the Bhir Mound and date from the fourth and third centuries B.C. Kautilya (bk. II, ch. 18) mentions arrows tipped with bone or wood as well as with metal, but these bone and ivory arrow-heads from Taxila could hardly have been intended for serious warfare, unless they were poisoned. Possibly they were employed for practice archeryI or for shooting birds; or it may be that they were found useful for the town police as being less deadly than iron ones. The following are typical specimens: Type a. Roughly shaped and sharpened at both ends.",204.-q,Sk,3,1928,32
107,157,112,K, XVIII. Arrow-heads (nos. 105‰ÛÓ14),"157,112","107. Similar, but no difference between the point and tang. Sk. ‰Ûª15‰ÛÓ482; Block K; sq. 157-112‰Ûª; stratum II. Cf. p. 177 supra. (Pl. 206, no. 10.) Type I). With smooth circular point and well‰ÛÓde•Âned tang.",206-10,Sk,2,1915,32
115,90,79,F, XIX. Cheek‰ÛÓbars of horses‰Ûª bridles (nos. 115‰ÛÓ18),"90,79","115. Cheek-bar of horn with two tines. Length 8-75 in. The bar is pierced with two holes at 2-25 and 3-5 in. above the base. Decorated with three incised parallel bands near base. Sk. ‰Ûª15‰ÛÓ166; Block F‰Ûª; sq. 90-79‰Ûª; stratum III. Cf. p. 183 supra; A.S.R. (1915), P1. IX, 4. (Pls. 200, w; 205, e.) ‰Û÷",,Sk,3,1915,32
116,45,79,C, XIX. Cheek‰ÛÓbars of horses‰Ûª bridles (nos. 115‰ÛÓ18),"45,79","116. Similar, but of bone curved in imitation of a horn. Length 4in. Sk. ‰Ûª14~1, 555; Block C‰Ûª; sq. 45-79‰Ûª; stratum II. Cf. p. 193 supra. (Pl. 200, x.)",200-x,Sk,2,1914,32
117,167,48,K, XIX. Cheek‰ÛÓbars of horses‰Ûª bridles (nos. 115‰ÛÓ18),"167,48","117. Similar to preceding, but longer. Decorated with incised parallel lines and chevron near base. Length 6-37 in. Sk. ‰Ûª14‰ÛÓ134; Block K; sq. 167-48‰Ûª; stratum II. Cf. p. 177 supra. (Pl. 200, y.)",200-y,Sk,2,1914,32
123,,,F, XX. (Nos. 119‰ÛÓ28),,"123. Leaf-shaped lid of small box with a depression underneath, contrived to slide over the top of the box. It is 2rin. long and made of ivory. Cf. Flinders Petrie, op. cit. Pl. XXVI, 11, a. Sk. ‰Ûª26‰ÛÓ2,705; Block F; sq. 91å¡48‰Ûª; stratum IV; Saka period. Cf. pp. 135, 166, n. I supra. (P1. 204, x.) '",204-x,Sk,4,1926,32
124,69,73,, XX. (Nos. 119‰ÛÓ28),"69,73","124. Leg of ivory belonging to a piece of furniture. At the bottom is a well-turned base moulding; at the top, a tenon. Length 7-12 in. Sk. ‰Ûª16‰ÛÓ10; Main Street; sq. 69-73‰Ûª; stratum III. (Pl. 204, s.)",204-s,Sk,3,1916,32
126,59,103,D, XX. (Nos. 119‰ÛÓ28),"59,103","126. Similar, but broken at top. Length 206 in. Sk. ‰Ûª29‰ÛÓ600; Block D‰Ûª; sq. 59-103‰Ûª; stratum III. Cf. p. 191 supra. (Pl. 204, u.)",204-u,Sk,3,1929,32
127,,,, XX. (Nos. 119‰ÛÓ28),,"127. Similar, with pear-shaped head; broken at other end. Length 1- 56 in. Sk. ‰Ûª22‰ÛÓ491; spoil earth. (P1. 204, w.)",204-w,Sk,,1922,32
128,,,, XX. (Nos. 119‰ÛÓ28),,"128. Stopper or terminal of bone. Length 1-25 in. Sk. ‰Ûª13; Trench A456; stratum II. (P1. 204, *0.)",204-*0,Sk,2,1913,32
1,,,, I. Uncut shells (nos. 1‰ÛÓ15),,"I. Scallop shell of striking size and shape, identi•Âed by the Zoological Survey of India as a Japanese species, either Pecten uobilis Reeve or Pecten crassicostatus Sowerby, most probably the former. The route by which this interesting specimen found its way in the •Ârst century A.D. from the shores of the Paci•Âc Ocean to Taxila was no doubt through Central Asia. First century A.D. Sk. ‰Ûª26‰ÛÓ2,215/a; sq. Ire-52‰Ûª; stratum II. Cf. p. 168 (II) supra. (Pl. 202, g.)",202-g,Sk,2,1926,33
3,46,88,, I. Uncut shells (nos. 1‰ÛÓ15),"46,88","3. Murex (Chicoreus) augulz' erus (Lamk.). Length 7-12 in. Like the preceding example, this •Âne-looking shell may have served as a trumpet, but did not lend itself to the manufacture of bangles. Second century B.C. Sk. ‰Ûª29‰ÛÓ-2,7II; sq. 46-88‰Ûª; stratum V. (Pl. 202, d.)",202-d,Sk,5,1929,33
4,62,112,, I. Uncut shells (nos. 1‰ÛÓ15),"62,112","4. Arca (Auadara) grauosa (Linn.). Length 262 in. A mother-of‰ÛÓpearl bivalve. First century B.C. Sk. ‰Ûª19‰ÛÓ452; sq. 62-112‰Ûª; stratum IV. (Pls. 201, no. 29; 202, e.) This species occurs throughout the coastal waters of Arabia, India, Malay Archipelago, Japan, China and Australia.2 It probably found its way to Taxila from the coast of Sind.",,Sk,4,1919,33
5,34,48,, I. Uncut shells (nos. 1‰ÛÓ15),"34,48","5. Pinctada margaritifera (Linn.). (a) Sk. ‰Ûª27‰ÛÓ560; stratum II. One valve. Diam. 8-31 in. (P1. 202, c.) (b) Sk. ‰Ûª933‰ÛÓ51 ; stratum II. Similar; broken; length 5-4 in. (P1. 202, f.) (c) Sk. ‰Ûª24‰ÛÓ270; sq. 34-48‰Ûª; stratum II. Similar; length 2-75 in. This is the pearl-oyster of the Ceylon and Tuticorin Pearl Fisheries, but Col. Sewell tells me that the shells •Âshed at the present time average about 3-0 in. in diameter.","202-c, 202-f",Sk,2,1927,33
6,12,88,, I. Uncut shells (nos. 1‰ÛÓ15),"12,88","6. Lamellidens marginalis (Lamk.). One valve. Diam. 3-87 in. Sk. ‰Ûª22‰ÛÓ231; sq. 12-88‰Ûª; stratum II. Cf. p. 196 supra. (Pl. 202, i.) A fresh‰ÛÓwater mollusc widely distributed in the rivers of India, Burma and Ceylon, and valued for its mother-of-pearl. Several specimens of it were found among the prehistoric remains at Mohenjo-daro. (M.I.C. II, p. 664.)",202-i,Sk,2,1922,33
7,,,, I. Uncut shells (nos. 1‰ÛÓ15),,"7. Parreysia favideus (Benson). (a) Sk. ‰Ûª29‰ÛÓ423; sq. 46‰Û÷87‰Ûª; stratum III. Length 1-87 in. Cf. p. 193 supra. (Pl. 202, j.) (b) Bm. ‰Ûª30-28; stratum II. Length 1-4 in. (P1. 202, k.) Another freshwater mollusc widely distributed throughout Northern India, including the Indus river and Gangetic system. Also said to have been found in East Cachar, Sylhet and the Madras Presidency. Several specimens have been found at Mohenjo-daro. (M1 .0. ibid.)","202-j, 202-k",Sk,3,1929,33
8,,,, I. Uncut shells (nos. 1‰ÛÓ15),,"8. Cypraea arabica (Linn.). Sk. ‰Ûª29‰ÛÓ487; stratum II. Length 2- 5 in. (P1. 202, i.) A common marine species widely distributed in the Persian Gulf, coasts of India, Ceylon, Burma, New Caledonia and Australia. One specimen was found at Mohenjo-daro. (M .I .C. II, p. 665.)",202-i,Sk,2,1929,33
30,164,44,, II. Bangles (nos. 1641),"164,44","30. Similar, with overlapping scale pattern in relief. Length 212 in. Fine hatching on both sides. Sk. ‰Ûª14‰ÛÓ-363; sq. 164-44‰Ûª; stratum II. Cf. p. 177 supra. (Pl. 201, no. 7.)",201-7,Sk,2,1914,33
42,59,114,, III. Miscellaneous objects (nos. 42‰ÛÓ50),"59,114","42. Head of man in low relief. Height 142 in. He wears a moustache, whiskers and short beard. The eyes are large and wide open; the forehead wrinkled. The head, which is in pro•Âle, is a striking bit of work and no doubt a portrait. It was found inside a jar along with a number of other articles. Sk. ‰Ûª19‰ÛÓ933/1; sq. 59-114‰Ûª; stratum II. Cf. A.S.R. (1919), P1. X, 27 and pp. 188‰ÛÓ9 supra; Deposit E, no. 10. (Pl. 208, no. 51.)",208-51,Sk,2,1919,33
44,163,45,, III. Miscellaneous objects (nos. 42‰ÛÓ50),"163,45","44. Similar, with decoration of three sunk circles alternating with groups of smaller circles. Sunk beading round former and round edge of disk. Diam. 1-5 in. Sk. ‰Ûª14‰ÛÓ321; sq. 163-45‰Ûª; stratum II. Cf. p. 177 supra. (Pl. 203, w.)",203-w,Sk,2,1914,33
46,,,, III. Miscellaneous objects (nos. 42‰ÛÓ50),,"46. Natural shell (fam. pecten) cut to a circle, with hole in centre. Diam. 4 in. Sk. ‰Ûª27; Trench D 39; stratum II. (Pl. 202, a.) '",202-a,Sk,2,1927,33
47,34,48,, III. Miscellaneous objects (nos. 42‰ÛÓ50),"34,48",47. Rectangular piece of mother‰ÛÓof‰ÛÓpearl shell (PPinctada margaritzfera). Length 275 in. Sk. ‰Ûª24‰ÛÓ270; sq. 34-48‰Ûª; stratum II.,,Sk,2,1924,33
48,,,, III. Miscellaneous objects (nos. 42‰ÛÓ50),,"48. Dipper or ladle, made from a sank shell. Length 3-12 in. Sk. ‰Ûª29‰ÛÓ‰ÛÓ981; Stratum II. (Pl. 201, no. 28.)",201-28,Sk,,1929,33
49,62,113,, III. Miscellaneous objects (nos. 42‰ÛÓ50),"62,113","49. Necklace consisting of thirty-three beads of mother-of‰ÛÓpearl, roughly fashioned. Each head is pierced with two holes for threading. Sk. ‰Ûª29‰ÛÓ1,241/12; sq. 62-113‰Ûª; stratum III. Cf. p. 187 (24) supra. (P1. 205, f.)",205-f,Sk,3,1929,33
