,X,Y,Block,Class,Coordinates,Description,Plate,Site,Stratum,Year,Chapter
93,52,75,C, XV. Dice (nos. 92äóî8),"52,75","93. Similar, but of bone, and marks consist of dot surrounded by two concentric circles. Mark I is opposite to 3. Length 35 in. Sk. äó»14äóî680; Block Cäó»; sq. 52-75äó»; stratum IV. Cf. pp. 135, 193 supra. (Pl. 200, q.) 94. Similar, of ivory. Bands of three parallel lines at either end. Mark I is opposite to 3. Length 3-62 in. Sk. äó»20äóî631; Block Aäó»; sq. 18-81äó»; stratum III. Cf. p. 195 supra. 95. Similar, of bone. Mark 1 is opposite to 4. Length 3-5 in. Sk. äó»14äóî100; Block Cäó»; sq. 42-74äó»; stratum III. Cf. p. 193 supra. 96. Similar to preceding. Length 3-5 in. Sk. äó»24äóî86; Block 1äó»; sq. 14-94äó»; stratum II. Cf. p. 196 supra.",200-q,Sk,4,1914,32
,,,,,,,,,,,
97,107,56,G, XV. Dice (nos. 92äóî8),"107,56","97. Similar, but marks consist of group of three circlets surrounded by two concentric circles. Bands of three circlets between two incised parallel lines on each side at ends. Mark 1 opposite to 4. Length 3-87 in. Sk. äó»14¥å‰392; Block G; sq. 107- 56äó»; stratum II. Cf. p. 169 supra. (Pl. 200, t.)",200-t,Sk,2,1914,32
,,,,,,,,,,,
98,140,62,I, XV. Dice (nos. 92äóî8),"140,62","98. Similar, but marks consist of single dot in circle. Two incised parallel lines at ends. Mark I opposite to 4. Length 3-12 in. Sk. äó»26äóî436; Block I; sq. 140-62'; stratum II. Cf. p. 171 supra. (Pl. 200, 7).) Knuckle-bones (oäó»ro'rpí©tyomm) were used by the Greeks from an early age for playing a game somewhat similar to dice. Later the word dGTpc'ryoOxm was applied to dice proper, but they continued to have only four ¥å‰at sides, the other two being round. The four ¥å‰at sides were marked with the number I (represented by a pip as in the dice of Class XV) opposite to 6, and 3 opposite to 4. äóÖ The numbers 2 and 5 were wanting. In playing they threw four í©oTpc'xyorAOI out of the palm of the hand or from a box (Tri'pros). The best throw ((56709), when each die came up differently, was called äó»Aq9p05i'rn or Mi8ag or äóÖHporKA¥åÅs; the worst, when all the dice came up alike, KUwv.äó» (Liddell and Scott, Lex. s12. dO'Tpí©q/ockos.)",200-7,Sk,2,1926,32
,,,,,,,,,,,
100,39,46,B, XVII. Toy furniture or miniature chests (nos. 100äóî4),"39,46","100. Ivory corneräóîpost of a miniature chest or toy table, with six holes for the attachment of the sideäóîpieces. Provided with footäóîmouldings and decorated on the outer faces with incised horizontal lines and concentric circles. Height 2-93 in. Sk. äó»24äóî523; Block B; sq. 39'46äó»; stratum II. Cf. p. 148, no. 6. (Pl. 204, n.)",204-n,Sk,2,1924,32
,,,,,,,,,,,
101,54,98,D, XVII. Toy furniture or miniature chests (nos. 100äóî4),"54,98","101. Similar, but of bone. Lower part rounded by chisel, not turned on the lathe. Height 2-81 in. Sk. äó»20äóî294; Block Däó»; sq. 54-98äó»; stratum II. Cf. p. 191 supra.",,Sk,2,1920,32
,,,,,,,,,,,
102,116,56,H, XVII. Toy furniture or miniature chests (nos. 100äóî4),"116,56","102. Similar to no. 100, but slightly plainer. Length 268 in. Sk. äó»26äóî1,935; Block H; sq. 116-56äó»; stratum II. Cf. p. 170 supra. (P1. 204, o.)",204-o,Sk,2,1926,32
,,,,,,,,,,,
103,17,43,A, XVII. Toy furniture or miniature chests (nos. 100äóî4),"17,43","103. Rectangular side-piece of chest or table made of ivory and decorated with incised circlets on outer side. Seven peg-holes for ¥åÅxing to legs and top. Size 3äóÖ 5 x 162 in. Sk. äó»29äóî 2,104; Block A; sq. 17-43äó»; stratum II. Cf. p. 146 supra. (Pl. 204, r.)",204-r,Sk,2,1929,32
,,,,,,,,,,,
104,14,86,1, XVII. Toy furniture or miniature chests (nos. 100äóî4),"14,86","104. Similar to preceding, but decorated with two rows of double concentric circlets between lineäóîborders. Length 3-5 in. Sk. äó»28~119; Block 1äó»; sq. 14-86äó»; stratum III. Cf. p. 196 supra. (P1. 204., q.) GROUP E. WEAPONS AND HORSEäóîBRIDLES The bone and ivory arrowäóîheads from Taxila are of four types, viz. : (a) roughly shaped and sharpened at both ends. These are the objects which Cunningham took to be äóÖ spillikins äó» or äóÖ tip-cats äó», but they are much too small for the game in question and there can no longer be any doubt that they served as arrow-heads; (b) with smooth circular point and well-de¥åÅned tang; (c) with a point similar to (b) but with a hollow socketäóîhole behind for the shaftäóîtenon; (d) with a trilateral point and hollow socketäóîhole behind. Type (a) is found in both the Bhir Mound and Sirkap and was in use from the ¥åÅfth or sixth century B.C. to the ¥åÅrst century A.D.; but the earlier Bhir Mound specimens are distinguished from the Sirkap ones by having the point of the arrow-head somewhat better ¥åÅnished than the tang. Types ([2), (c) and (d) are found exclusively in the Bhir Mound and date from the fourth and third centuries B.C. Kautilya (bk. II, ch. 18) mentions arrows tipped with bone or wood as well as with metal, but these bone and ivory arrow-heads from Taxila could hardly have been intended for serious warfare, unless they were poisoned. Possibly they were employed for practice archeryI or for shooting birds; or it may be that they were found useful for the town police as being less deadly than iron ones. The following are typical specimens: Type a. Roughly shaped and sharpened at both ends.",204.-q,Sk,3,1928,32
,,,,,,,,,,,
107,157,112,K, XVIII. Arrow-heads (nos. 105äóî14),"157,112","107. Similar, but no difference between the point and tang. Sk. äó»15äóî482; Block K; sq. 157-112äó»; stratum II. Cf. p. 177 supra. (Pl. 206, no. 10.) Type I). With smooth circular point and welläóîde¥åÅned tang.",206-10,Sk,2,1915,32
,,,,,,,,,,,
115,90,79,F, XIX. Cheekäóîbars of horsesäó» bridles (nos. 115äóî18),"90,79","115. Cheek-bar of horn with two tines. Length 8-75 in. The bar is pierced with two holes at 2-25 and 3-5 in. above the base. Decorated with three incised parallel bands near base. Sk. äó»15äóî166; Block Fäó»; sq. 90-79äó»; stratum III. Cf. p. 183 supra; A.S.R. (1915), P1. IX, 4. (Pls. 200, w; 205, e.) äóÖ",,Sk,3,1915,32
,,,,,,,,,,,
116,45,79,C, XIX. Cheekäóîbars of horsesäó» bridles (nos. 115äóî18),"45,79","116. Similar, but of bone curved in imitation of a horn. Length 4in. Sk. äó»14~1, 555; Block Cäó»; sq. 45-79äó»; stratum II. Cf. p. 193 supra. (Pl. 200, x.)",200-x,Sk,2,1914,32
,,,,,,,,,,,
117,167,48,K, XIX. Cheekäóîbars of horsesäó» bridles (nos. 115äóî18),"167,48","117. Similar to preceding, but longer. Decorated with incised parallel lines and chevron near base. Length 6-37 in. Sk. äó»14äóî134; Block K; sq. 167-48äó»; stratum II. Cf. p. 177 supra. (Pl. 200, y.)",200-y,Sk,2,1914,32
,,,,,,,,,,,
123,,,F, XX. (Nos. 119äóî28),,"123. Leaf-shaped lid of small box with a depression underneath, contrived to slide over the top of the box. It is 2rin. long and made of ivory. Cf. Flinders Petrie, op. cit. Pl. XXVI, 11, a. Sk. äó»26äóî2,705; Block F; sq. 91ŒÁ48äó»; stratum IV; Saka period. Cf. pp. 135, 166, n. I supra. (P1. 204, x.) '",204-x,Sk,4,1926,32
,,,,,,,,,,,
124,69,73,, XX. (Nos. 119äóî28),"69,73","124. Leg of ivory belonging to a piece of furniture. At the bottom is a well-turned base moulding; at the top, a tenon. Length 7-12 in. Sk. äó»16äóî10; Main Street; sq. 69-73äó»; stratum III. (Pl. 204, s.)",204-s,Sk,3,1916,32
,,,,,,,,,,,
126,59,103,D, XX. (Nos. 119äóî28),"59,103","126. Similar, but broken at top. Length 206 in. Sk. äó»29äóî600; Block Däó»; sq. 59-103äó»; stratum III. Cf. p. 191 supra. (Pl. 204, u.)",204-u,Sk,3,1929,32
,,,,,,,,,,,
127,,,, XX. (Nos. 119äóî28),,"127. Similar, with pear-shaped head; broken at other end. Length 1- 56 in. Sk. äó»22äóî491; spoil earth. (P1. 204, w.)",204-w,Sk,,1922,32
,,,,,,,,,,,
128,,,, XX. (Nos. 119äóî28),,"128. Stopper or terminal of bone. Length 1-25 in. Sk. äó»13; Trench A456; stratum II. (P1. 204, *0.)",204-*0,Sk,2,1913,32
,,,,,,,,,,,
1,,,, I. Uncut shells (nos. 1äóî15),,"I. Scallop shell of striking size and shape, identi¥åÅed by the Zoological Survey of India as a Japanese species, either Pecten uobilis Reeve or Pecten crassicostatus Sowerby, most probably the former. The route by which this interesting specimen found its way in the ¥åÅrst century A.D. from the shores of the Paci¥åÅc Ocean to Taxila was no doubt through Central Asia. First century A.D. Sk. äó»26äóî2,215/a; sq. Ire-52äó»; stratum II. Cf. p. 168 (II) supra. (Pl. 202, g.)",202-g,Sk,2,1926,33
,,,,,,,,,,,
3,46,88,, I. Uncut shells (nos. 1äóî15),"46,88","3. Murex (Chicoreus) augulz' erus (Lamk.). Length 7-12 in. Like the preceding example, this ¥åÅne-looking shell may have served as a trumpet, but did not lend itself to the manufacture of bangles. Second century B.C. Sk. äó»29äóî-2,7II; sq. 46-88äó»; stratum V. (Pl. 202, d.)",202-d,Sk,5,1929,33
,,,,,,,,,,,
4,62,112,, I. Uncut shells (nos. 1äóî15),"62,112","4. Arca (Auadara) grauosa (Linn.). Length 262 in. A mother-ofäóîpearl bivalve. First century B.C. Sk. äó»19äóî452; sq. 62-112äó»; stratum IV. (Pls. 201, no. 29; 202, e.) This species occurs throughout the coastal waters of Arabia, India, Malay Archipelago, Japan, China and Australia.2 It probably found its way to Taxila from the coast of Sind.",,Sk,4,1919,33
,,,,,,,,,,,
5,34,48,, I. Uncut shells (nos. 1äóî15),"34,48","5. Pinctada margaritifera (Linn.). (a) Sk. äó»27äóî560; stratum II. One valve. Diam. 8-31 in. (P1. 202, c.) (b) Sk. äó»933äóî51 ; stratum II. Similar; broken; length 5-4 in. (P1. 202, f.) (c) Sk. äó»24äóî270; sq. 34-48äó»; stratum II. Similar; length 2-75 in. This is the pearl-oyster of the Ceylon and Tuticorin Pearl Fisheries, but Col. Sewell tells me that the shells ¥åÅshed at the present time average about 3-0 in. in diameter.","202-c, 202-f",Sk,2,1927,33
,,,,,,,,,,,
6,12,88,, I. Uncut shells (nos. 1äóî15),"12,88","6. Lamellidens marginalis (Lamk.). One valve. Diam. 3-87 in. Sk. äó»22äóî231; sq. 12-88äó»; stratum II. Cf. p. 196 supra. (Pl. 202, i.) A freshäóîwater mollusc widely distributed in the rivers of India, Burma and Ceylon, and valued for its mother-of-pearl. Several specimens of it were found among the prehistoric remains at Mohenjo-daro. (M.I.C. II, p. 664.)",202-i,Sk,2,1922,33
,,,,,,,,,,,
7,,,, I. Uncut shells (nos. 1äóî15),,"7. Parreysia favideus (Benson). (a) Sk. äó»29äóî423; sq. 46äóÖ87äó»; stratum III. Length 1-87 in. Cf. p. 193 supra. (Pl. 202, j.) (b) Bm. äó»30-28; stratum II. Length 1-4 in. (P1. 202, k.) Another freshwater mollusc widely distributed throughout Northern India, including the Indus river and Gangetic system. Also said to have been found in East Cachar, Sylhet and the Madras Presidency. Several specimens have been found at Mohenjo-daro. (M1 .0. ibid.)","202-j, 202-k",Sk,3,1929,33
,,,,,,,,,,,
8,,,, I. Uncut shells (nos. 1äóî15),,"8. Cypraea arabica (Linn.). Sk. äó»29äóî487; stratum II. Length 2- 5 in. (P1. 202, i.) A common marine species widely distributed in the Persian Gulf, coasts of India, Ceylon, Burma, New Caledonia and Australia. One specimen was found at Mohenjo-daro. (M .I .C. II, p. 665.)",202-i,Sk,2,1929,33
,,,,,,,,,,,
30,164,44,, II. Bangles (nos. 1641),"164,44","30. Similar, with overlapping scale pattern in relief. Length 212 in. Fine hatching on both sides. Sk. äó»14äóî-363; sq. 164-44äó»; stratum II. Cf. p. 177 supra. (Pl. 201, no. 7.)",201-7,Sk,2,1914,33
,,,,,,,,,,,
42,59,114,, III. Miscellaneous objects (nos. 42äóî50),"59,114","42. Head of man in low relief. Height 142 in. He wears a moustache, whiskers and short beard. The eyes are large and wide open; the forehead wrinkled. The head, which is in pro¥åÅle, is a striking bit of work and no doubt a portrait. It was found inside a jar along with a number of other articles. Sk. äó»19äóî933/1; sq. 59-114äó»; stratum II. Cf. A.S.R. (1919), P1. X, 27 and pp. 188äóî9 supra; Deposit E, no. 10. (Pl. 208, no. 51.)",208-51,Sk,2,1919,33
,,,,,,,,,,,
44,163,45,, III. Miscellaneous objects (nos. 42äóî50),"163,45","44. Similar, with decoration of three sunk circles alternating with groups of smaller circles. Sunk beading round former and round edge of disk. Diam. 1-5 in. Sk. äó»14äóî321; sq. 163-45äó»; stratum II. Cf. p. 177 supra. (Pl. 203, w.)",203-w,Sk,2,1914,33
,,,,,,,,,,,
46,,,, III. Miscellaneous objects (nos. 42äóî50),,"46. Natural shell (fam. pecten) cut to a circle, with hole in centre. Diam. 4 in. Sk. äó»27; Trench D 39; stratum II. (Pl. 202, a.) '",202-a,Sk,2,1927,33
,,,,,,,,,,,
47,34,48,, III. Miscellaneous objects (nos. 42äóî50),"34,48",47. Rectangular piece of motheräóîofäóîpearl shell (PPinctada margaritzfera). Length 275 in. Sk. äó»24äóî270; sq. 34-48äó»; stratum II.,,Sk,2,1924,33
,,,,,,,,,,,
48,,,, III. Miscellaneous objects (nos. 42äóî50),,"48. Dipper or ladle, made from a sank shell. Length 3-12 in. Sk. äó»29äóîäóî981; Stratum II. (Pl. 201, no. 28.)",201-28,Sk,,1929,33
,,,,,,,,,,,
49,62,113,, III. Miscellaneous objects (nos. 42äóî50),"62,113","49. Necklace consisting of thirty-three beads of mother-ofäóîpearl, roughly fashioned. Each head is pierced with two holes for threading. Sk. äó»29äóî1,241/12; sq. 62-113äó»; stratum III. Cf. p. 187 (24) supra. (P1. 205, f.)",205-f,Sk,3,1929,33
,,,,,,,,,,,
4,18,93,A,,"18,93","4. Standing female ¥åÅgure in the round of chloritised mica schist, probably dating from the ¥åÅrst century B.C. Height 725 in. The pose is rigidly frontal, with feet front, legs together, and hands on hips. Save for ornaments consisting of anklets, girdle, crossed breast-chain, armlets and bangles, the ¥åÅgure is nude. The hair, which is treated like a wig in front, is taken back from the forehead and falls in a long plait down the back, with a few curls on each shoulder. On the top of the head is a low polos. Beneath the small base is a projecting tenon, evidently intended to ¥åÅt into a socket-hole. In ancient times the statuette was broken into two at the knees, and, in order to repair it, two small holes were drilled between the legs, one above and one below the fracture. The stiff frontal pose and the poles on the head suggest a Caryatid, but the ¥åÅgure is so small that it can hardly have served that purpose. Possibly the sculptor was endeavouring to portray an archaic type, such as that of the äóÖMother or Earth goddessäó», which was still being perpetuated at TaXila as late as the ¥åÅrst century A.D., but this is quite problematical. Cf. pp. 195-6 supra; A.S.R. (1929), P1. XVI, I, 2. Sk. äó»29äóî1,2o6; Block Aäó»; sq. 18-93äó»; stratum III. (Pl. 211, no. 4, a, b.)",211-4-a-b,Sk,3,1929,36
,,,,,,,,,,,
5,63,100,D,,"63,100","5. Standing female ¥åÅgure in the round of pale grey micaceous slate. Height 4-12 in. The ¥åÅgure, which may be that of a donor belonging to a group, wears a sleeved tunic reaching to the feet, and a cloak which appears to be held in place by shoulder-straps passing in front of the shoulders and attached, perhaps, to the belt. The hands are raised in front of the waist and support a tray(?) full of ¥å‰owers or other offerings. The ornaments worn comprise anklets, bangles and girdle (mekhald). The head, which was made in a separate piece and joined to the body by a tenon and socket, is missing, but two plaits of hair are shown falling over the cloak at the back. Probable date, early ¥åÅrst century A.D. Cf. p. 191 supra; A.S.R. (1928), P1. XIX, 2. Sk. äó»28äóîI,163; Block Däó»; sq. 63-100äó»; stratum II. (Pl. 212, no. 5, a, b.)",212-5-a-b,Sk,2,1928,36
